sample_id,quarter,ticker,mini_bucket,xhigh_bucket,bucket_changed,mini_score,xhigh_score,score_change,score_changed,mini_risk,xhigh_risk,risk_change,risk_changed,mini_action,xhigh_action,action_change,action_changed,mini_confidence,xhigh_confidence,confidence_changed,mini_detected_driver_category,xhigh_detected_driver_category,driver_category_changed
T3000168,2022Q3,CRDO,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,product ramp and guidance,product_ramp_structural_growth,1
T3000169,2022Q3,CTOS,inflecting,constructive,1,7,4,-3,1,3,2,-1,1,3,1,-2,1,high,high,0,demand_and_backlog,demand_and_margin,1
T3000170,2022Q3,CVGI,neutral,neutral,0,2,0,-2,1,3,3,0,0,0,0,0,0,medium,medium,0,pricing_and_cost_reset,pricing,1
T3000171,2022Q3,CXM,constructive,constructive,0,4,6,2,1,2,1,-1,1,1,1,0,0,medium,high,1,growth_and_margin_improvement,subscription_growth,1
T3000172,2022Q3,CYH,neutral,deteriorating,1,1,-5,-6,1,4,5,1,1,-3,-3,0,0,high,high,0,cost_pressure_and_volume,operating_pressure,1
T3000173,2022Q3,DCGO,inflecting,inflecting,0,8,8,0,0,2,1,-1,1,3,3,0,0,high,high,0,rapid_growth_and_guidance_raise,growth_and_profitability,1
T3000174,2022Q3,DNUT,neutral,deteriorating,1,2,-3,-5,1,3,4,1,1,0,-3,-3,1,high,high,0,international_margin_pressure,margin_pressure,1
T3000175,2022Q3,DRH,unscorable,neutral,1,0,0,0,0,0,0,0,0,0,0,0,0,low,low,0,insufficient_evidence,insufficient_evidence,0
T3000176,2022Q3,EVCM,inflecting,constructive,1,9,5,-4,1,1,1,0,0,3,1,-2,1,high,high,0,growth_and_guidance_raise,growth_and_guidance_raise,0
T3000177,2022Q3,FOR,neutral,neutral,0,2,2,0,0,4,4,0,0,-3,-3,0,0,high,high,0,supply_constraints_and_demand_moderation,guidance_revision_and_margin,1
T3000178,2022Q3,GBTG,constructive,constructive,0,4,6,2,1,2,2,0,0,1,1,0,0,high,high,0,travel_recovery_and_share_gains,demand_recovery,1
T3000179,2022Q3,GRPN,neutral,deteriorating,1,0,-5,-5,1,4,5,1,1,-3,-3,0,0,high,high,0,turnaround_and_cost_actions,turnaround_execution,1
T3000180,2022Q3,GT,constructive,constructive,0,5,4,-1,1,2,2,0,0,1,1,0,0,high,high,0,pricing_mix_and_acquisition_synergies,merger_volume_pricing,1
T3000181,2022Q3,GTX,neutral,deteriorating,1,0,-3,-3,1,3,4,1,1,0,-3,-3,1,high,high,0,volume_and_input_cost_pressure,volume_cost_pressure,1
T3000182,2022Q3,HBAN,constructive,neutral,1,6,2,-4,1,1,2,1,1,1,0,-1,1,medium,medium,0,net_interest_income_expansion,net_interest_income,1
T3000183,2022Q3,HIMS,constructive,constructive,0,4,5,1,1,2,2,0,0,1,1,0,0,high,high,0,subscriber_and_revenue_scaling,subscription_growth,1
T3000184,2022Q3,HLIT,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,backlog_and_demand_strength,backlog_and_segment_growth,1
T3000185,2022Q3,HLMN,deteriorating,deteriorating,0,-1,-4,-3,1,3,4,1,1,-3,-3,0,0,high,high,0,pricing and mix,pricing_and_margin_pressure,1
T3000186,2022Q3,HOOD,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,0,order flow economics,non_earnings_operational_disclosure,1
T3000187,2022Q3,KLXE,constructive,inflecting,1,5,9,4,1,2,1,-1,1,1,3,2,1,high,high,0,pricing and activity recovery,pricing_activity_operating_leverage,1
T3000188,2022Q3,KOS,inflecting,inflecting,0,8,8,0,0,1,1,0,0,3,3,0,0,high,high,0,production and cash generation,free_cash_flow_deleveraging,1
T3000189,2022Q3,LFST,constructive,deteriorating,1,3,-1,-4,1,3,3,0,0,1,-3,-4,1,high,high,0,clinician expansion,clinician_growth_with_margin_pressure,1
T3000190,2022Q3,LMB,constructive,constructive,0,3,5,2,1,1,1,0,0,1,1,0,0,high,high,0,margin improvement,margin_expansion_backlog_execution,1
T3000191,2022Q3,MG,deteriorating,deteriorating,0,-1,-1,0,0,3,2,-1,1,-3,-3,0,0,medium,high,1,demand mix and cost pressure,delayed_recovery_and_digital_growth,1
T3000192,2022Q3,MGNI,inflecting,constructive,1,8,5,-3,1,1,1,0,0,3,1,-2,1,high,high,0,CTV growth,ctv_revenue_growth,1
T3000193,2022Q3,MPAA,inflecting,constructive,1,9,3,-6,1,1,2,1,1,3,1,-2,1,high,medium,1,demand_growth_and_margin_leverage,demand_pricing_margin,1
T3000194,2022Q3,NCLH,neutral,neutral,0,1,0,-1,1,4,4,0,0,-3,-3,0,0,medium,high,1,pricing_recovery_and_booking_improvement,reopening_pricing_recovery,1
T3000195,2022Q3,NEO,neutral,deteriorating,1,1,-4,-5,1,3,4,1,1,0,-3,-3,1,medium,high,1,pricing_mix_offset_by_cost_pressure,weak_growth_cost_pressure,1
T3000196,2022Q3,NNBR,neutral,deteriorating,1,0,-4,-4,1,4,4,0,0,-3,-3,0,0,medium,high,1,pricing_to_offset_inflation,inflation_supply_chain_guidance_cut,1
T3000197,2022Q3,NRDS,constructive,constructive,0,5,3,-2,1,2,2,0,0,1,1,0,0,high,high,0,user_growth_and_vertical_diversification,vertical_diversification_growth,1
T3000198,2022Q3,NVRI,deteriorating,deteriorating,0,-2,-5,-3,1,5,5,0,0,-3,-3,0,0,high,high,0,guidance_cut_and_impairment,guidance_cut_impairment_inflation,1
T3000199,2022Q3,OI,inflecting,inflecting,0,9,9,0,0,0,1,1,1,3,3,0,0,high,high,0,pricing_and_margin_expansion,pricing_margin_cash_flow_upgrade,1
T3000200,2022Q3,OII,inflecting,constructive,1,8,3,-5,1,1,2,1,1,3,1,-2,1,high,medium,1,offshore_demand_recovery,offshore_demand_recovery,0
T3000201,2022Q3,OSW,constructive,inflecting,1,6,7,1,1,2,2,0,0,1,3,2,1,high,high,0,operating recovery,operating recovery,0
T3000202,2022Q3,PANL,inflecting,inflecting,0,8,8,0,0,1,2,1,1,3,3,0,0,high,high,0,pricing and utilization,pricing and utilization,0
T3000203,2022Q3,PBI,neutral,neutral,0,1,0,-1,1,3,5,2,1,0,-3,-3,1,high,high,0,segment mix / cost pressure,negative revision risk,1
T3000204,2022Q3,POWL,inflecting,constructive,1,8,6,-2,1,1,2,1,1,3,1,-2,1,high,high,0,order growth and recovery,backlog recovery,1
T3000205,2022Q3,RBBN,deteriorating,neutral,1,-1,1,2,1,4,3,-1,1,-3,0,3,1,high,medium,1,guidance / pipeline,sequential margin recovery,1
T3000206,2022Q3,REAL,neutral,deteriorating,1,0,-1,-1,1,4,5,1,1,-3,-3,0,0,high,high,0,demand mix / execution,guidance reduction,1
T3000207,2022Q3,RLJ,inflecting,inflecting,0,7,7,0,0,1,2,1,1,3,3,0,0,high,high,0,reopening / demand recovery,demand recovery,1
T3000208,2022Q3,RNGR,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,pricing and activity growth,activity and pricing recovery,1
T3000209,2022Q3,RSI,deteriorating,deteriorating,0,-1,-1,0,0,3,2,-1,1,-3,-3,0,0,medium,high,1,growth with margin pressure,growth with worsening losses,1
T3000210,2022Q3,RSVR,constructive,inflecting,1,6,8,2,1,1,1,0,0,1,3,2,1,high,high,0,top-line growth with margin expansion,mix-driven profitable growth,1
T3000211,2022Q3,SFIX,deteriorating,deteriorating,0,-5,-5,0,0,4,4,0,0,-3,-3,0,0,medium,medium,0,demand softness and profitability pressure,demand and profitability deterioration,1
T3000212,2022Q3,SG,deteriorating,deteriorating,0,-1,-1,0,0,4,5,1,1,-3,-3,0,0,high,high,0,growth offset by demand softness,growth with guidance cut,1
T3000213,2022Q3,SHO,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,0,insufficient operating evidence,insufficient operating evidence,0
T3000214,2022Q3,SLQT,deteriorating,deteriorating,0,-1,-5,-4,1,4,5,1,1,-3,-3,0,0,medium,high,1,mix and cohort-adjustment noise,severe profitability deterioration,1
T3000215,2022Q3,SSP,constructive,inflecting,1,6,7,1,1,1,2,1,1,1,3,2,1,high,high,0,ad revenue and distribution gains,political advertising and distribution growth,1
T3000216,2022Q3,STKL,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,pricing and margin expansion,margin-accretive growth,1
T3000217,2022Q3,TALO,neutral,neutral,0,1,1,0,0,2,2,0,0,0,0,0,0,medium,medium,0,operational_update,balance_sheet_deleveraging,1
T3000218,2022Q3,TH,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,contract_expansion,contract_expansion,0
T3000219,2022Q3,TTMI,constructive,inflecting,1,6,7,1,1,1,1,0,0,1,3,2,1,high,medium,1,margin_expansion,margin_and_cash_flow_improvement,1
T3000220,2022Q3,UIS,neutral,deteriorating,1,1,-3,-4,1,3,4,1,1,0,-3,-3,1,medium,high,1,mixed_operating_results,pipeline_growth_vs_cash_pressure,1
T3000221,2022Q3,VYGR,neutral,neutral,0,1,0,-1,1,1,2,1,1,0,0,0,0,medium,medium,0,pipeline_prioritization,pipeline_prioritization,0
T3000222,2022Q3,WTTR,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,high,high,0,margin_expansion,sequential_margin_expansion,1
T3000223,2022Q3,ZETA,inflecting,inflecting,0,9,9,0,0,0,1,1,1,3,3,0,0,high,high,0,customer_growth,customer_and_platform_scaling,1
T3000224,2022Q4,ACCO,deteriorating,deteriorating,0,-2,-1,1,1,5,5,0,0,-3,-3,0,0,high,high,0,guidance_cut,guidance_cut,0
T3000225,2022Q4,ACVA,neutral,neutral,0,1,1,0,0,4,4,0,0,-3,-3,0,0,high,high,0,market-demand-and-conversion,marketplace growth with macro pressure,1
T3000226,2022Q4,AFRM,neutral,deteriorating,1,0,-3,-3,1,4,5,1,1,-3,-3,0,0,high,high,0,macro-and-partner-pressure,growth under funding and merchant pressure,1
T3000227,2022Q4,AIOT,constructive,inflecting,1,5,9,4,1,1,1,0,0,1,3,2,1,high,high,0,margin-improvement-and-efficiency,margin expansion and recurring revenue growth,1
T3000228,2022Q4,ALTG,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,high,high,0,broad-based-revenue-growth,broad-based revenue and EBITDA growth,1
T3000229,2022Q4,APEI,neutral,deteriorating,1,1,-4,-5,1,3,4,1,1,0,-3,-3,1,high,high,0,acquisition-and-enrollment-mix,acquisition-led revenue growth with margin deterioration,1
T3000230,2022Q4,ARLO,constructive,constructive,0,3,5,2,1,2,2,0,0,1,1,0,0,high,high,0,service-mix-and-gross-margin-expansion,services growth and gross margin expansion,1
T3000231,2022Q4,ATRO,neutral,deteriorating,1,2,-2,-4,1,3,4,1,1,0,-3,-3,1,high,high,0,backlog-and-demand-recovery,demand backlog with execution shortfall,1
T3000232,2022Q4,BMEA,neutral,deteriorating,1,1,-2,-3,1,1,3,2,1,0,-3,-3,1,medium,medium,0,pipeline-progress,clinical pipeline progress with rising losses,1
T3000233,2022Q4,BRSP,deteriorating,deteriorating,0,-1,-1,0,0,2,3,1,1,-3,-3,0,0,medium,medium,0,financial_results,capital allocation / rate defense,1
T3000234,2022Q4,BVS,neutral,deteriorating,1,1,-4,-5,1,4,5,1,1,-3,-3,0,0,high,high,0,guidance_update,guidance reduction / margin pressure,1
T3000235,2022Q4,CCL,deteriorating,neutral,1,-2,2,4,1,4,3,-1,1,-3,0,3,1,high,medium,1,recovery_and_guidance,post-disruption recovery,1
T3000236,2022Q4,CLNE,neutral,constructive,1,2,3,1,1,3,2,-1,1,0,1,1,1,medium,medium,0,pricing_and_volume_mix,volume / commodity price tailwind,1
T3000237,2022Q4,CNK,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,high,0,recovery_and_operating_leverage,end-market recovery,1
T3000238,2022Q4,COMP,deteriorating,deteriorating,0,-2,-2,0,0,4,5,1,1,-3,-3,0,0,high,high,0,cost_restructuring,demand break / restructuring,1
T3000239,2022Q4,CRCT,neutral,neutral,0,1,1,0,0,2,3,1,1,0,0,0,0,high,high,0,customer_and_product_mix,mixed subscriber growth and product demand pressure,1
T3000240,2022Q4,CRDO,inflecting,constructive,1,7,6,-1,1,1,1,0,0,3,1,-2,1,high,medium,1,growth_outlook,data infrastructure growth,1
T3000241,2022Q4,CTOS,constructive,neutral,1,3,1,-2,1,2,2,0,0,1,0,-1,1,medium,medium,0,operational improvement / supply chain normalization,mixed operations / supply chain,1
T3000242,2022Q4,CVNA,deteriorating,neutral,1,-1,0,1,1,4,5,1,1,-3,-3,0,0,high,high,0,profitability initiatives / demand weakness,demand / profitability deterioration,1
T3000243,2022Q4,CXM,constructive,inflecting,1,6,7,1,1,1,1,0,0,1,3,2,1,high,high,0,profitable growth,growth plus margin inflection,1
T3000244,2022Q4,DCGO,constructive,inflecting,1,6,7,1,1,1,1,0,0,1,3,2,1,high,high,0,growth and margin expansion,growth and profitability raise,1
T3000245,2022Q4,DNUT,neutral,neutral,0,2,0,-2,1,2,3,1,1,0,0,0,0,medium,high,1,international growth with margin pressure,growth offset by margin pressure,1
T3000246,2022Q4,EVCM,constructive,deteriorating,1,3,-2,-5,1,2,4,2,1,1,-3,-4,1,medium,high,1,efficient growth,growth shortfall / macro pressure,1
T3000247,2022Q4,FOR,constructive,neutral,1,6,1,-5,1,2,4,2,1,1,-3,-4,1,high,high,0,margin expansion / lot demand,cyclical demand moderation,1
T3000248,2022Q4,GBTG,neutral,constructive,1,2,5,3,1,3,2,-1,1,0,1,1,1,medium,high,1,travel recovery / acquisition integration,travel recovery / operating leverage,1
T3000249,2022Q4,GHM,constructive,constructive,0,6,4,-2,1,2,2,0,0,1,1,0,0,high,high,0,backlog-and-defense-mix,Backlog and defense orders,1
T3000250,2022Q4,GT,neutral,deteriorating,1,1,-1,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,pricing-and-mix-with-volume-pressure,Pricing versus volume pressure,1
T3000251,2022Q4,GTX,constructive,constructive,0,3,4,1,1,1,2,1,1,1,1,0,0,high,high,0,volume-and-pass-through-pricing,Volume growth and cost flexibility,1
T3000252,2022Q4,HIMS,constructive,inflecting,1,5,8,3,1,2,1,-1,1,1,3,2,1,high,high,0,subscription-scale-and-margin-expansion,Scale-driven profitability inflection,1
T3000253,2022Q4,HLMN,constructive,neutral,1,3,1,-2,1,2,3,1,1,1,0,-1,1,medium,medium,0,pricing-and-operations,Pricing and operations offset cost pressure,1
T3000254,2022Q4,KOS,inflecting,constructive,1,8,6,-2,1,1,2,1,1,3,1,-2,1,high,high,0,production-and-cash-flow,Production and cash flow growth,1
T3000255,2022Q4,LE,deteriorating,deteriorating,0,-2,-4,-2,1,4,4,0,0,-3,-3,0,0,high,high,0,inventory-and-transportation-pressure,Demand and margin deterioration,1
T3000256,2022Q4,LFCR,constructive,deteriorating,1,5,-3,-8,1,2,4,2,1,1,-3,-4,1,high,high,0,segment-growth-and-pipeline,Segment growth offset by consolidated losses,1
T3000257,2022Q4,LFST,neutral,neutral,0,2,0,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,growth_and_scale,growth with guidance pressure,1
T3000258,2022Q4,LMB,constructive,inflecting,1,6,8,2,1,1,1,0,0,1,3,2,1,high,high,0,margin_expansion,mix shift and margin expansion,1
T3000259,2022Q4,LTH,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,medium,1,membership_growth_and_scale,profitability recovery,1
T3000260,2022Q4,MGNI,constructive,constructive,0,5,4,-1,1,2,2,0,0,1,1,0,0,high,medium,1,CTV_growth,CTV growth and margin resilience,1
T3000261,2022Q4,MQ,constructive,neutral,1,4,0,-4,1,2,3,1,1,1,0,-1,1,high,high,0,platform_growth,platform volume growth with loss pressure,1
T3000262,2022Q4,MTRX,constructive,deteriorating,1,3,-2,-5,1,2,4,2,1,1,-3,-4,1,high,high,0,backlog_and_awards,backlog recovery with project-margin execution risk,1
T3000263,2022Q4,NCLH,deteriorating,deteriorating,0,-1,-4,-3,1,4,3,-1,1,-3,-3,0,0,medium,medium,0,booking_curve_and_yield_management,strategic presentation without current-quarter proof,1
T3000264,2022Q4,NEO,neutral,deteriorating,1,1,-3,-4,1,3,3,0,0,0,-3,-3,1,high,high,0,diagnostics_growth,modest revenue growth with profit deterioration,1
T3000265,2022Q4,NNBR,neutral,constructive,1,2,3,1,1,3,2,-1,1,0,1,1,1,medium,medium,0,pricing_mix_costs,pricing_volume_mix,1
T3000266,2022Q4,NRDS,constructive,inflecting,1,5,8,3,1,2,2,0,0,1,3,2,1,high,high,0,growth_and_mix,category_expansion_marketplace_execution,1
T3000267,2022Q4,OFIX,neutral,deteriorating,1,2,-2,-4,1,1,3,2,1,0,-3,-3,1,medium,medium,0,sales_momentum,mixed_segment_growth_merger,1
T3000268,2022Q4,OSCR,neutral,neutral,0,2,0,-2,1,4,4,0,0,-3,-3,0,0,high,high,0,membership_and_pricing,membership_premium_growth_margin_recovery,1
T3000269,2022Q4,OSUR,constructive,constructive,0,5,5,0,0,2,2,0,0,1,1,0,0,high,high,0,volume_and_capacity,capacity_scale_cash_flow_inflection,1
T3000270,2022Q4,OSW,inflecting,inflecting,0,8,7,-1,1,1,2,1,1,3,3,0,0,high,high,0,reopening_recovery,post_pandemic_reopening_operating_leverage,1
T3000271,2022Q4,PAYO,constructive,inflecting,1,5,7,2,1,2,2,0,0,1,3,2,1,high,high,0,volume_and_take_rate,customer_growth_take_rate_operating_efficiency,1
T3000272,2022Q4,PKOH,constructive,inflecting,1,4,8,4,1,2,2,0,0,1,3,2,1,high,high,0,demand_and_operational_improvement,demand_backlog_operational_improvement,1
T3000273,2022Q4,PNTG,constructive,constructive,0,3,5,2,1,2,2,0,0,1,1,0,0,medium,medium,0,operating momentum and cash flow,operational recovery,1
T3000274,2022Q4,POWL,inflecting,inflecting,0,7,8,1,1,1,1,0,0,3,3,0,0,high,high,0,order growth and backlog expansion,backlog and margin inflection,1
T3000275,2022Q4,PTON,neutral,deteriorating,1,2,-2,-4,1,4,4,0,0,-3,-3,0,0,high,high,0,turnaround / cost reset,turnaround with execution risk,1
T3000276,2022Q4,RDNW,neutral,deteriorating,1,2,-4,-6,1,3,4,1,1,0,-3,-3,1,medium,high,1,mix shift and margin pressure,segment deterioration,1
T3000277,2022Q4,REAL,neutral,neutral,0,1,2,1,1,3,3,0,0,0,0,0,0,medium,medium,0,top-line growth with path to profitability,loss narrowing,1
T3000278,2022Q4,RLJ,constructive,constructive,0,5,6,1,1,1,2,1,1,1,1,0,0,medium,high,1,hotel recovery,travel demand recovery,1
T3000279,2022Q4,RNGR,constructive,inflecting,1,6,8,2,1,1,1,0,0,1,3,2,1,high,high,0,margin expansion and cash generation,margin inflection,1
T3000280,2022Q4,RSI,deteriorating,deteriorating,0,-3,-2,1,1,4,3,-1,1,-3,-3,0,0,high,high,0,growth with margin pressure,growth without profit conversion,1
T3000281,2022Q4,RSVR,constructive,constructive,0,5,5,0,0,1,1,0,0,1,1,0,0,high,high,0,demand_mix,demand_mix_and_guidance_raise,1
T3000282,2022Q4,SHO,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,0,unclear,insufficient_operating_evidence,1
T3000283,2022Q4,SLQT,constructive,deteriorating,1,3,-2,-5,1,2,3,1,1,1,-3,-4,1,high,high,0,segment_mix,margin_recovery_vs_revenue_quality_pressure,1
T3000284,2022Q4,SSP,constructive,neutral,1,3,0,-3,1,2,4,2,1,1,-3,-4,1,high,high,0,advertising_mix,political_ad_and_retransmission_growth_with_guidance_cut,1
T3000285,2022Q4,STKL,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,high,high,0,pricing_mix,pricing_and_margin_recovery,1
T3000286,2022Q4,UIS,neutral,deteriorating,1,2,-4,-6,1,3,5,2,1,0,-3,-3,1,high,high,0,transformation_pipeline,pipeline_growth_vs_guidance_and_margin_pressure,1
T3000287,2022Q4,UPWK,constructive,deteriorating,1,3,-2,-5,1,2,3,1,1,1,-3,-4,1,high,high,0,marketplace_growth,growth_with_profitability_deterioration,1
T3000288,2022Q4,UTI,constructive,neutral,1,3,2,-1,1,1,1,0,0,1,0,-1,1,medium,medium,0,capital_structure,preliminary_results_and_financing_capacity,1
T3000289,2022Q4,VYGR,constructive,constructive,0,4,3,-1,1,1,2,1,1,1,1,0,0,medium,medium,0,platform_validation,platform validation,1
T3000290,2022Q4,WEST,constructive,neutral,1,6,2,-4,1,2,3,1,1,1,0,-1,1,high,medium,1,volume_growth_and_efficiency,volume growth and cost pass-through,1
T3000291,2022Q4,WLDN,constructive,deteriorating,1,4,-1,-5,1,1,2,1,1,1,-3,-4,1,medium,high,1,demand_shift,end-market demand,1
T3000292,2022Q4,WTTR,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,margin_mix_shift_and_acquisition,margin mix shift and acquisitions,1
T3000293,2022Q4,XHR,neutral,constructive,1,2,3,1,1,2,2,0,0,0,1,1,1,medium,medium,0,hotel_recovery,hospitality demand recovery,1
T3000294,2022Q4,ZETA,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,customer_and_revenue_scale,scaled customer expansion,1
T3000295,2023Q1,ACVA,neutral,deteriorating,1,1,-1,-2,1,2,3,1,1,0,-3,-3,1,medium,high,1,market_share_and_margin_mix,market share and margin expansion,1
T3000296,2023Q1,AFRM,deteriorating,deteriorating,0,-4,-5,-1,1,5,5,0,0,-3,-3,0,0,high,high,0,pricing_and_funding_pressure,pricing and credit tightening,1
T3000297,2023Q1,AIOT,constructive,inflecting,1,3,8,5,1,2,1,-1,1,1,3,2,1,medium,high,1,margin_improvement,margin_and_cost_efficiency,1
T3000298,2023Q1,ARLO,inflecting,inflecting,0,8,7,-1,1,2,2,0,0,3,3,0,0,high,high,0,subscription_growth,subscription_mix_shift,1
T3000299,2023Q1,ATRO,constructive,constructive,0,5,6,1,1,1,2,1,1,1,1,0,0,medium,medium,0,demand_recovery,demand_recovery_and_supply_chain,1
T3000300,2023Q1,BV,neutral,deteriorating,1,1,-1,-2,1,2,3,1,1,0,-3,-3,1,medium,high,1,cost_mitigation,organic_growth_with_margin_pressure,1
T3000301,2023Q1,CCL,constructive,inflecting,1,4,7,3,1,3,2,-1,1,1,3,2,1,high,high,0,demand_recovery,travel_demand_recovery,1
T3000302,2023Q1,CENX,constructive,deteriorating,1,3,-3,-6,1,2,4,2,1,1,-3,-4,1,medium,high,1,cost_and_volume_mix,cost_pressure_and_commodity_exposure,1
T3000303,2023Q1,CNK,inflecting,neutral,1,8,2,-6,1,2,3,1,1,3,0,-3,1,high,high,0,recovery_and_cash_generation,industry_recovery,1
T3000304,2023Q1,CRCT,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,high,0,user_and_margin_growth,user_base_and_subscription_growth,1
T3000305,2023Q1,CRDO,neutral,deteriorating,1,2,-1,-3,1,2,4,2,1,0,-3,-3,1,medium,high,1,product demand,guidance_risk,1
T3000306,2023Q1,CTLP,constructive,constructive,0,5,4,-1,1,1,2,1,1,1,1,0,0,medium,high,1,integration and synergy,revenue_growth,1
T3000307,2023Q1,CVNA,neutral,deteriorating,1,1,-3,-4,1,4,5,1,1,-3,-3,0,0,medium,high,1,cost discipline and inventory reduction,volume_profitability_reset,1
T3000308,2023Q1,CXM,inflecting,inflecting,0,7,8,1,1,1,1,0,0,3,3,0,0,high,high,0,subscription growth and operating leverage,profitable_growth,1
T3000309,2023Q1,DBI,neutral,deteriorating,1,2,-3,-5,1,2,4,2,1,0,-3,-3,1,medium,high,1,brand mix and gross margin,demand_margin_pressure,1
T3000310,2023Q1,DNUT,inflecting,inflecting,0,8,8,0,0,1,1,0,0,3,3,0,0,high,high,0,international expansion and margin expansion,growth_operating_leverage,1
T3000311,2023Q1,DRS,constructive,constructive,0,5,5,0,0,1,1,0,0,1,1,0,0,medium,medium,0,order backlog and defense demand,backlog_defense_demand,1
T3000312,2023Q1,DXLG,neutral,neutral,0,2,2,0,0,2,2,0,0,0,0,0,0,medium,high,1,comparable sales and margin,steady_profitability,1
T3000313,2023Q1,EBS,neutral,deteriorating,1,1,-4,-5,1,3,4,1,1,0,-3,-3,1,medium,high,1,restructuring,restructuring / strategic focus,1
T3000314,2023Q1,EVCM,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,high,medium,1,growth_and_margin_expansion,growth with cost discipline,1
T3000315,2023Q1,FA,neutral,constructive,1,0,3,3,1,4,3,-1,1,-3,1,4,1,medium,high,1,macro_slowdown_and_guidance_reset,operating efficiency amid demand slowdown,1
T3000316,2023Q1,GBTG,constructive,constructive,0,4,6,2,1,2,2,0,0,1,1,0,0,high,high,0,acquisition_integration_growth,travel recovery and integration scale,1
